"commentsCount","text","date","likesCount"
,"Maybe stop sending our taxes over to israel and we could afford healthcare four OUR citizens. ALSO STOP BOMBING YEMEN, THE POOREST COUNTRY IN THE MIDDLE EAST!!!!","2024-01-15T18:10:42.000Z","0"
,"This was a terrible year for my family. We lost my son to fentanyl. The border is a Swiss cheese and drugs are coming in at record pace. Meanwhile you focus on meaningless gun control. Fentanyl is killing way more of our people than guns. You can have an impace on that. FIX THE BORDER.","2024-01-15T16:09:38.000Z","0"
,"If I ran my business like y’all ran the government, I wouldn’t make it long. 
How do y’all mess it up so bad?
Do you ever wonder why people despise the government?
You are killing the American dream Joey.","2024-01-15T13:56:08.000Z","0"
,"Anyone else notice the ones that support sleepy joe are not even from America? Sell out P.O.S! Close our borders! Support our VETERANS! Your delusional sleepy joe! 
#Trump2024","2024-01-14T23:18:47.000Z","0"
,"Your masters are the Zionists, and they are the ones who control  of America. All your wars are of your own making to kill innocent people and their children.","2024-01-14T22:25:37.000Z","0"
"1","Have Chevy Chase do a speech at the white house also 😉, excellent movie spies like us (: Libra sun he used to SNL and he did Gerald Ford really well","2024-01-14T20:58:36.000Z","1"
,"Wicked Administration and Manipulation against Humanity","2024-01-14T18:51:34.000Z","1"
,"Why don't you just resign","2024-01-14T17:02:21.000Z","4"
,"Lowest inflation, but still way higher than when you came into office! Your decisions and policies have caused it!","2024-01-16T02:30:45.000Z","0"
,"Why does this look photoshopped? 
You ain't done sht but continue to destroy the middle and lower class. You have done 0 good for this country and countless bad. Do everyone a favor and go away. You and your whole administration","2024-01-15T19:07:48.000Z","0"
,"10 million illegals have entered our border since you have been president.

You, sir, are now responsible for turning America into a third world country!","2024-01-15T03:07:21.000Z","0"
,"Why you can't talk about your President Joe Biden UNCIVIL support of WAR that KILLED over 23,800? Why you can't propose an INDEPENDENT nation of PALESTINE that majority of nations around the globe will follow.","2024-01-15T01:04:28.000Z","0"
,"Trump tops his opponents while Biden hits a new low in approval ahead of Iowa caucus: POLL","2024-01-15T00:35:37.000Z","0"
,"Harder for us to live in your magical economy than in the previous President's. Not to mention the conflicts engulfing the major economies in the world. Not to mention the flood of deadly drugs that you're letting China float across the border.","2024-01-15T00:16:24.000Z","0"
"1","Too bad you can’t erase 45 from the president’s wall!  Poor excuse for a human","2024-01-14T22:34:28.000Z","1"
,"Joe is the President who enjoy killing children in Gaza","2024-01-14T22:11:15.000Z","1"
,"Genocide Joe is loosing International support. Stop funding a Israeli bloodbath.. complicity is a war crime","2024-01-16T11:21:02.000Z","0"
,"CNN Iowa Caucus Entrance Poll:

“Do You Think Biden Legitimately Won in 2020?:

-YES: 28%
-NO: 68%","2024-01-16T02:02:50.000Z","0"
"1","Most union members I know hate you slow Joe.  Get away from fake Dr. Jill and go to a rest home and get some rest.  Lots of puddin and ice cream awaits.","2024-01-16T01:15:08.000Z","0"
,"They said Trump would start WW3. 
Biden is doing that 

They said Trump would persecute his political enemies. 
Biden is doing that 

They said Trump would be the laughingstock of the world. 
Biden is doing that

They said Trump wasn’t mentally fit. 
Biden is doing that

They said Trump would ruin our retirements and send inflation through the roof. 
Biden is doing that

They said we wouldn’t be able to afford gas and groceries under Trump. 
Biden is doing that 

They lied.  Now we’re all suffering for it.","2024-01-15T21:19:52.000Z","0"
,"Bidenomics is a fraud and he the most worthless lying P.O.S president ever...","2024-01-15T14:36:59.000Z","0"
,"Joe Biden Has Created 0 Jobs. Record Economic Collapse, And The Highest Inflation Rate In The History Of The World.","2024-01-15T00:22:38.000Z","0"
,"Mr president!","2024-01-14T22:55:38.000Z","0"
,"And on the first day you got rid of 30+ thousands of high paying jobs so you could sell this country to the Chinese government","2024-01-14T22:18:28.000Z","0"
"1","How are those ev workers doing? How about pipeline jobs? Your a joke","2024-01-14T20:58:57.000Z","0"
,"When Biden took office, the average monthly mortgage payment in Las Vegas was near $1,200 and now sits at $2,350 per month","2024-01-14T19:52:29.000Z","0"
,"Bidenomics has led to record debt for America","2024-01-14T19:30:22.000Z","0"
,"I guess politicians from red states like what you’re doing- they try to take credit for it!!!
Vote BLUE!
🌊🇺🇸🌊24🌊🇺🇸🌊🇺🇸🌊🇺🇸🌊🇺🇸🌊🇺🇸","2024-01-14T18:51:30.000Z","0"
"1","Can’t wait for You to be Gone in November.
Trump 2024 ! 
MAGA 💥","2024-01-14T18:34:05.000Z","1"
,"I speak for all Americans we're all voting for President Donald J Trump 🇺🇲❤❤❤  great man great leader all knowing  wise❤","2024-01-14T18:14:25.000Z","0"
,"bridges collapsing all over the place, trains with toxic chemicals derailing all over the place, lead pipes still contaminating water all over the place, inflation climbing again

sure   so much investing","2024-01-14T18:13:57.000Z","0"
,"Thank you President Joe Biden! Bidenomics is working!","2024-01-14T17:31:20.000Z","2"
"1","‏⛈️☑️Summer of Saqar begins invading the winter of the Arctic North Pole as we promised you with truth for this year of yours (1445 AH)☑️⛈️
▪️6️⃣▪️
‏O community of Muslims submitting to the Lord of the worlds, only the cause of the climate chaos is the approaching passage of planet Saqar, and it has confused the physics that Allah has placed in the climate of the planet of life. So why do you not believe Allah’s fatwa regarding the passage of the planet Saqar? Although the news of its passage Allah had placed it in the decisive grand Quran. Or you do not comprehend the word of Allah the Most High: [Al-Anbyãa´] 21:37-40
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾‏} صدق الله العظيم [سورة الأنبياء].

‏surely we issue fatwa with truth that you have officially entered into summer of Saqar in this winter of yours, and in this year of yours (1445 AH), you will surely come to know that we are truthful indeed, and Allah’s curse is upon the liars. Who is then more unjust than he who forges a lie against Allah or gives the lie to His messages? Surely the unjust-guilty never succeeds.

‏And you will certainly know that Allah’s curse is upon those who transgressed, transgressed, and exalted themselves greatly in the land of Palestine and in various parts of the world which are filled with injustice and oppression, and they wanted to extinguish Allah’s light, and Allah insists but to perfect His light, even if the criminals hated His prevail.

‏.And every year you are good and steadfast upon the truth till Judgment Day

‏..Peace be upon the messengers, and praise be to Allah Lord of the worlds
‏.Your brother khalifa of Allah over the whole world; the Imam Mahdi Nasser Mohammad Al-Yemeni

➖➖➖➖➖➖➖➖➖

‏Imam Mahdi Nasser Mohammad Al-Yemeni

‏18 - Jamad Akhera - 1445 AH
‏Dec. 31 - 2023 AD
‏07:44 am
‏(According to the official time of [Mecca] mother of towns)

‏https://nasser-alyamani.org/showthread.php?p=437791

‏#Miracle_Gaza_is_graveyard_to_invaders.
#السابع_من_اكتوبر..
#غزة_المكرمة..
#ألحرارة_باترتفع_إلى_151_درجة..
‏#Saturday_October_07..
‏#The_Verdict_of_Imam_Mahdi_Concerning_Hamas..
‏#In_the_name_of_Allah_the_One_the_Subduer..
‏#Urgent_to_every_human_and_each_who_has_intellect
‏#Significant_event_an_admonishment_to_each_sane
‏#Shanghai_Virus_Is_Torment
‏#TheWarningMoonIsOver
‏#Omicron_is_a_global_calamity
‏#Divine_Cosmic_n_Covidious_War
‏#NoFlee_COVID_Of_DeathArrived
‏‎#WarningTo_Mohamed_Bin_Salman
____________","2024-01-14T17:06:07.000Z","1"
"6","🇺🇸This Is The Best President of the United States Ever and You🫵 All Know It !🇺🇸","2024-01-14T17:02:12.000Z","13"
,"CLOSE THE BORDER!  YOU will be solely responsible if the terrorists in the US attack us.","2024-01-16T16:09:33.000Z","0"
"1","Here's the real Biden. 

https://youtube.com/shorts/i1K1r3kBo4U?si=TdAw_pywQ0eG97Sf","2024-01-16T01:14:46.000Z","0"
,"At least 31% of Americans support you and 18% believe in Bidenomics! Buckle down and work harder please","2024-01-15T18:36:30.000Z","0"
,"You are investing our money in foreign wars and illegals.","2024-01-15T15:48:48.000Z","0"
,"EVERY SINGLE PERSON SAYING ‘BEST PRESIDENT’, ‘THANK YOU PRESIDENT’ …YOU LITERALLY CANNOT PRONOUNCE THEIR NAME 🤣🤣🤣🤣 illegal alien appreciation right here 🤣🤣🤣😴🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡","2024-01-15T12:43:06.000Z","0"
