,text,label
167,"After 100 days of Genocide in Gaza, Genocide Joe did not even mention the man-made medical catastrophe, severe starvation, unimarginable human suffering in Gaza, confirming how immoral, inhumane and cognitively dysfunctional he really is. Instead of focusing on the ROOT CAUSES of why they do not have PEACE, upon all the WARS, MASSIVE SECURITY EXPENDITURE and why Israel purported to be the safest place for Jews has become by far THE MOST DANGEROUS PLACE FOR ANY JEW TO LIVE including Jews that lived there before European Jews arrived to expel palestinians from Palestine; THEY GET EXTREMELY AGGRESSIVE WITH THOSE WHO DO NOT AGREE WITH THEM ON ANY SUBJECT AND THOSE WHO CALL THEM OUT FOR THEIR EVIL AND WRONG DOINGS. Just like their repressive and colonial political lobbyists like AIPAC and Friends of Israel in Europe who control POLITICIANS IN THE WEST and perverse politics and national budgets for Israel's gain; There they go again shamefully playing the ""TERRORISM"", ""DISTORTION"", ""DEMOCRACY"" and ""ANTI-SEMITISM"" cards, in the face of glaring GENOCIDE. THE BLAME GAME will not work this time, as the citizens of the world are direct witnesses of this ongoing genocide, and they see it for what it is, inspite of the LIES BY THE MAINSTREAM MEDIA; Even if  The West impedes justice behind the scenes by virtue of their representative judges on the bench voting against the case, the court of global option had already upheld the case based on merit by virtue of the strong undeniable evidence, and history will definitely try and judge these genocidal criminals harshly. And this genocidal war will forever influence how the rest of the world relates to Israel and her complicit affiliates. Having democratic elections alone does not make a country a democracy. A ""democracy"" which suppresses journalists, oppresses palenstines, persecutes her citizens for speaking out against evil-hearted and hateful STATE actions is NOT a DEMOCRACY. The world will eventually cast out dictatorial empires, and oppressive colonial occupations, as shown in recent centuries. Turns out those that point fingers and call others terrorist, are themselves terrorists with impunity. This war has exposed the  HYPOCRISY and HATRED  of some. The leaders of The EU and America  are morally deficient, but efficient in bank rolling  the industrial military complex and killing of innocent civilians and committing genocide; As strongly evident in Vietnam, Iraq, Afghanistan and now Gaza. The ""Invincible Occupation Army"" is  getting cooked with RPGs and RPO-As. The MIGHTY had fallen and could not even find hostages, let alone destroy HAMAS after three months of  indiscriminate  and heavy bombing of innocent civilians. Now begging for temporary  truce for hostage release. Just as the Americans learnt that bombs alone do not win wars from Vietnam to Iraq to Afghanistan, the disgraced apartheid oppressor who cannot win against an occupied, oppressed and sanctioned resistance group  will learn. The settlements advancement, oppressive apartheid, destroying common civilian infrastructure in both The West Bank and Gaza, killing of innocent civilians, and all those human rights abuses have not worked; Including, abuse of some Israeli citizens and soldiers who dare to speak against this evil-hearted racist and extremist government.  Peaceful negotiations for a two-state solution is the way to go. This war had exposed the inhumane ways Israel treats Palestinians and has done more damage to Israel in the eyes of global citizens. It is about time to let go of Netanyahu and those evil-hearted  extremists;  And elect pragmatic leaders who will do what is best for Israel and yet that which will ease the tensions and  brings peace and more prosperity with their neighbors and Palestinians.  The world is increasingly becoming multi-polar and Israel will crumble if they were to keep on keeping on with their current posture and inhumane treatment of palestinians; As America will not have all the global dice forever; Especially, with the increasing American isolation, multi-polar world order and  diverse global hegemony. Israel is the only country that demonizes others for its existence with the help of most biased main stream media, while at the same time killing and terrorizing others including innocent civilians, children, women, health care workers, Journalists and others using state security apparatus and American bombs. The glaring hypocrisy of THE WEST and propaganda fueled main stream media in The West had been exposed. How do you expect peace when you are always breaching other countries' air space and sovereignty and bombing infrastructure and assassinating foreigners. Stop supporting AIPAC backed candidates and stop enriching colonial and apartheid countries and businesses. It is about time the rest of the world start abandoning Israel and all affiliates in every way possible in the very same ways they treat palestinians, UN workers and others.  Israeli envoys, businesses, ships, planes, citizens, etc be refused visas, travel and transit permits, just as they do with impunity to others. How many wars does Israel need to fight to have peace? Resistance groups have even gotten stronger, more advanced and operationally more effective even with over 50yrs of continous assissnations of their leaders. Clearly, there is no military solution to this decades old conflict. How about stopping settlement expansion, redirecting all the energy for evil-hearted propaganda and some of the resources for military build up towards PEACE and winning the hearts and minds of ordinary and innocent palestinians, and see how things go? After over three months of war, it is clear that  the current evil-hearted and extremist Israeli government leaders are misguided, lost with choked ears and blind eyes; And moreso, have unrealistic future plans  after the war, which may lead to all the heavy losses in Gaza  being in vain and with not only more stronger enemies, but emboldened enemies,  since the ""Invincibility"" of The IDF had proven to be a MYTH.  If you cannot win against HAMAS with all the sanctions and heavy bombing, in addition to The West backing you heavily; How are you going to win against TURKEY, EGYPT, IRAN , ALGERIA, etc with better military, economic and political conditions and significantly larger populations and advanced equipments than HAMAS???? I blame some spineless Arab leaders who with the help of The West keep the Arab World divided and weaker,  because these leaders know their evil dynasties will come to an end when their people are TRULY FREE. The world is not the same as in the 1940s, 1960s, 1970s and 1980s. Those Unipolar "" bomb you to the ground"" decades are dead and gone; As strongly, evident in Iraq and Afghanistan, so wake up Arab Leaders from your cowardness and evil-heartedness toward your own people and stop this carnage!!! All these trips by genocide supporting American Officials like Blinken who preach goodness; but yet, do evil in supplying ammunition to Israel is to keep The Arab World oppressed, so Israel can do whatever they want. Its about time the Arab world unites and decide their own future, than for unfair regional dynamics to be dictated to them. They do not want their FATE to be determined by others; and yet, they are doing everything possible to determine the fate of Palestinians in an evil way. JUSTICE and EQUAL RIGHTS for Palestinians is the only way to have sustainable peace in that part of the Middle East. Free Free Palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",NEGATIVE
168,Victory always all people world and you Mr Biden chief republic of USA years now very good with all people USA and world thanks very good,POSITIVE
169,"That's awesome! It's great to see the positive impact of investing in America. The results speak for themselves - over 14 million jobs created, record economic growth, and the lowest inflation rate. Keep up the good work! 🎉📈🇺🇸",POSITIVE
170,Worst president ever GO TRUMP,NEGATIVE
171,"The 2 words that describe the biggest threat to our democracy are, Joe Biden!",NEGATIVE
172,You haven’t created it Mr. President Joe. You haven’t created it🤣,NEGATIVE
173,America's #1 criminal,NEGATIVE
174,Funny the only positive comments are from people in foreign countries.,NEGATIVE
175,"Full time jobs gone and being replaced with part timers!  The President is creating a dangerous situation, overrunning the United States with ILLEGAL ALIENS,  with no place to put anymore, and putting us into unfathomable debt, and danger.  He gives them money, food shelter, and health insurance, yet doesn't seem to care about his own citizens, in need.  2024 I will not vote for this person.  He is creating chaos in our country, for no other reason than to try and get more votes from the illegals he's placing in places where they can vote.",NEGATIVE
176,"🧡สวัสดีชาวโลก🧡🇺🇸
โจเปิดโรงงานเองในอเมริกา",POSITIVE
177,Over $100 dollars for 1 bag of organic food. Certainly still supporting toxic food from China,NEGATIVE
178,"USA and Kenya are on the same page
+254714171571",NEGATIVE
179,Thank goodness no more GO trickle down P!,NEGATIVE
180,اكل تبن يمعود,POSITIVE
181,I am someone with experience in combating climate change and developing sustainable industry. Can you sponsor me to come to your country to work?,POSITIVE
182,You're fired!,NEGATIVE
183,I wanna say to you free Palestine,POSITIVE
184,You will forever be remembered as the president that destroyed the United States,POSITIVE
185,"I ask those people who want Trump as the president of the USA, why would Ukraine end because of her, since she would not support them with weapons and their bombing bed, therefore Trump should not be the president, elect Joe Biden again.
I ask those people who want Trump as the president of the USA, why would Ukraine end because of him, since he would not support them with weapons and their bombing bed, therefore Trump should not be the president, elect Joe Biden again.",NEGATIVE
186,Fu jb,NEGATIVE
187,"Biden has destroyed the USA not because of incompetence.
It was intentional. He hates anyone that loves Freedom. Just look into his eyes absolutely no soul total emptiness..",NEGATIVE
188,"All the best Biden,vote Blue 🔵🔵",POSITIVE
189,Go rest in hell Joe Biden  Rishi Sunak  Benjamin Netanyahou,NEGATIVE
190,"🤡🤡🤡 not true the jobs returned after the pandemic , do you really think anyone believes you , this make you look foolish",NEGATIVE
191,J'aime  le président joe Biden,POSITIVE
192,Je t'aimer président joe Biden,POSITIVE
193,"Excellent, thanks for being a real president for the people!",POSITIVE
194,Please pray and help my life is in danger little help can save the life please reply to me sir as I am not well no one understand the problem here no Dr's no local authority the voices coming out in my body all the time something happing in my body like my body broken inside please sir help otherwise I can die please help !!!,NEGATIVE
195,"Don't believe you eyes or your pocketbook, bidenomics will work sooner or later, trust me. Have I ever lied?",POSITIVE
196,"Congratulations to IOWA !!!! 
This page will soon dissolve",NEGATIVE
197,Results are clear?... what alternative universe are you living in?🤯,POSITIVE
198,None of them in the picture will vote for him,NEGATIVE
199,Can't believe the posts they must be fake,NEGATIVE
200,"Dropout Biden you have no support in Michigan. You don’t have the numbers you gave the Arab American community 400,000 people in Michigan alone in Dearborn the middle finger by supporting genocide. Cornell West may not win, but I’m voting with my morals. I’d rather die vote for you guys again.",NEGATIVE
201,Wow we have it made with President Joe Biden in charge let’s elect him again!,POSITIVE
